position_name,position_url,position_10%_salary,position_90%_salary,category_name,category_url,category_10%_salary,category_90%_salary
Contract Manager,https://www.manoalga.lt/en/salaryinfo/management/contract-manager,,,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Department Manager,https://www.manoalga.lt/en/salaryinfo/management/department-manager,1199.0,4344.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
ESG manager,https://www.manoalga.lt/en/salaryinfo/management/esg-manager,1170.0,4256.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Editor-In-Chief,https://www.manoalga.lt/en/salaryinfo/management/editor-in-chief,953.0,3118.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Event Manager,https://www.manoalga.lt/en/salaryinfo/management/event-manager,1242.0,2939.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Facility Manager,https://www.manoalga.lt/en/salaryinfo/management/facility-manager,1237.0,4066.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Finance Manager,https://www.manoalga.lt/en/salaryinfo/management/finance-manager,2102.0,5715.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
HR Manager,https://www.manoalga.lt/en/salaryinfo/management/hr-manager,1293.0,3020.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Head of Broadcasting,https://www.manoalga.lt/en/salaryinfo/management/head-of-broadcasting,,,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Head of Customer Support,https://www.manoalga.lt/en/salaryinfo/management/head-of-customer-support,1058.0,3610.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Head of controlling,https://www.manoalga.lt/en/salaryinfo/management/head-of-controlling,1438.3435015715,5211.6842299871,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Head of product development,https://www.manoalga.lt/en/salaryinfo/management/head-of-product-development,1806.0,3661.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Head of the Legal Department,https://www.manoalga.lt/en/salaryinfo/management/head-of-the-legal-department,1755.0,5269.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Hotel manager,https://www.manoalga.lt/en/salaryinfo/management/hotel-manager,1118.0,4891.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
IT Manager,https://www.manoalga.lt/en/salaryinfo/management/it-manager,1643.0,5173.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Junior Project Manager,https://www.manoalga.lt/en/salaryinfo/management/junior-project-manager,1082.0,3226.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Logistics Manager,https://www.manoalga.lt/en/salaryinfo/management/logistics-manager,1474.0,3406.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Maintenance Supervisor,https://www.manoalga.lt/en/salaryinfo/management/maintenance-supervisor,997.0,3373.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Marketing Manager,https://www.manoalga.lt/en/salaryinfo/management/marketing-manager,1549.0,3331.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Postmaster,https://www.manoalga.lt/en/salaryinfo/management/postmaster,,,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Process Manager,https://www.manoalga.lt/en/salaryinfo/management/process-manager,1266.4078387872,2563.3203919394,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Product owner,https://www.manoalga.lt/en/salaryinfo/management/product-owner,1471.0,4410.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Production Manager,https://www.manoalga.lt/en/salaryinfo/management/production-manager,1417.0,3380.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Production Supervisor,https://www.manoalga.lt/en/salaryinfo/management/production-supervisor,1040.0,3113.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Project Manager,https://www.manoalga.lt/en/salaryinfo/management/project-manager,1294.1393973008,3219.6339434276,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Purchasing Manager,https://www.manoalga.lt/en/salaryinfo/management/purchasing-manager,1251.6176742466,3246.4411166574,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Quality Manager,https://www.manoalga.lt/en/salaryinfo/management/quality-manager,1194.0,3733.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Regional / Area Manager,https://www.manoalga.lt/en/salaryinfo/management/regional-area-manager,1284.0,4066.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Restaurant manager,https://www.manoalga.lt/en/salaryinfo/management/restaurant-manager,1003.0,2525.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Returns Department Manager,https://www.manoalga.lt/en/salaryinfo/management/returns-department-manager,777.0,2748.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Risk Manager,https://www.manoalga.lt/en/salaryinfo/management/risk-manager,1587.0,5937.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Sales Manager,https://www.manoalga.lt/en/salaryinfo/management/sales-manager,1120.0,4390.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Sales Office Manager,https://www.manoalga.lt/en/salaryinfo/management/sales-office-manager,1366.0,4154.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Security Service Manager,https://www.manoalga.lt/en/salaryinfo/management/security-service-manager,859.0,3130.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Senior Project Manager,https://www.manoalga.lt/en/salaryinfo/management/senior-project-manager,1514.0,3109.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Storekeeper,https://www.manoalga.lt/en/salaryinfo/management/storekeeper,1095.0,2971.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Team leader,https://www.manoalga.lt/en/salaryinfo/management/team-leader,1456.0,3948.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Technical Manager,https://www.manoalga.lt/en/salaryinfo/management/technical-manager,1366.0,4309.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Transport manager,https://www.manoalga.lt/en/salaryinfo/management/transport-manager,1116.0,3634.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Warehouse Manager,https://www.manoalga.lt/en/salaryinfo/management/warehouse-manager,846.0,2249.0,Management,https://www.manoalga.lt/en/salaryinfo/management,1307.0,3775.0
Account Executive,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/account-executive,1269.0,2772.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Account Manager,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/account-manager,1183.0,2511.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
CRM specialist,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/crm-specialist,1087.0,2402.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Copywriter,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/copywriter,947.0,1945.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
DTP Operator,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/dtp-operator,696.98650397486,1752.6344980588,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Digital marketing manager,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/digital-marketing-manager,1162.0,3559.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Digital marketing specialist,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/digital-marketing-specialist,1075.9844703272,2324.8289887225,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Graphic Designer,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/graphic-designer,816.0,1796.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Internal Communication Specialist,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/internal-communication-specialist,1035.0,2252.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Marketing Analyst,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/marketing-analyst,1005.0,1982.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Marketing Officer,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/marketing-officer,1057.0,2197.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Marketing Specialist,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/marketing-specialist,1021.0,2060.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Media Buyer,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/media-buyer,1052.0,2440.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Media Planner,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/media-planner,1117.0,1894.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
PR Manager,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/pr-manager,915.0,2307.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Product Marketing Manager,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/product-marketing-manager,1513.0,3157.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
SEO analyst,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/seo-analyst,1076.0,2130.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Social media specialist,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/social-media-specialist,949.0,2048.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
Web Designer,https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr/web-designer,1007.0,2449.0,"Marketing, Advertising, PR",https://www.manoalga.lt/en/salaryinfo/marketing-advertising-pr,1064.0,2335.0
CNC Machine Setter,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/cnc-machine-setter,1039.0,3172.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
CNC Programmer,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/cnc-programmer,1044.0,2133.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Cutter/Grinder/Polisher,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/cutter-grinder-polisher,752.0,2344.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Design Engineer,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/design-engineer,1127.0,2233.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Fitter/Assembler,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/fitter-assembler,793.0,1726.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Machine Fitter,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/machine-fitter,932.0,1904.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
"Machine Operator, Machinist",https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/machine-operator-machinist,950.0,2031.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Maintenance Engineer,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/maintenance-engineer,952.0,2564.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Mechanical Engineer,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/mechanical-engineer,1035.0,3032.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Mechanization Manager,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/mechanization-manager,1290.0,3027.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Metalworker,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/metalworker,939.0,1859.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Milling-Machine Operator,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/milling-machine-operator,1074.1356997597,2026.2525420595,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Process Engineer,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/process-engineer,1021.0,2286.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Production Planner,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/production-planner,1103.0,2305.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Qualified Mechanical Engineer,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/qualified-mechanical-engineer,1337.0,3090.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Service Engineer,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/service-engineer,1233.0,2379.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Smith,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/smith,996.0,1924.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Technician,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/technician,1055.0,2830.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Technologist,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/technologist,1080.0,1973.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Turner,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/turner,953.0,1630.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Varnisher,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/varnisher,,,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Welder,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering/welder,1090.0,2780.0,Mechanical Engineering,https://www.manoalga.lt/en/salaryinfo/mechanical-engineering,1052.0,2388.0
Ambulance Driver,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/ambulance-driver,702.0,1891.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Ambulance Paramedic,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/ambulance-paramedic,844.0,2312.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Anesthetist,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/anesthetist,1515.0,3289.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Caregiver,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/caregiver,570.0,1549.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
"Carer, Personal Assistant",https://www.manoalga.lt/en/salaryinfo/medicine-social-care/carer-personal-assistant,918.0,1761.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Caseworker,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/caseworker,763.54224440747,1890.3679053429,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Charge Nurse,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/charge-nurse,1255.0,2658.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Clinical Psychologist,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/clinical-psychologist,1106.0,2283.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Clinical Research Associate,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/clinical-research-associate,826.0,2147.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Dental Assistant,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/dental-assistant,883.0,1714.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Dental Hygienist,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/dental-hygienist,967.0,2222.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Dental Technician,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/dental-technician,991.0,2479.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Dentist,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/dentist,1327.0,3328.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Dispensing Optician,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/dispensing-optician,746.0,2387.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Doctor,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/doctor,1347.0,4890.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Head Nurse,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/head-nurse,1146.0,2819.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Health Care Assistant,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/health-care-assistant,713.0,1617.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Hygiene Officer,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/hygiene-officer,,,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Masseur,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/masseur,681.0,1825.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Medical Advisor,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/medical-advisor,800.0,3126.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Medical Laboratory Technician,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/medical-laboratory-technician,984.0,1850.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Medical/Pharmaceutical Sales Representative,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/medical-pharmaceutical-sales-representative,1199.0,3746.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Midwife,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/midwife,1016.0,1858.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Nurse,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/nurse,900.0,2154.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Nutrition Assistant,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/nutrition-assistant,698.83527454243,1995.7478276946,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Optometrist,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/optometrist,1033.0,2924.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Orthopedic Technician,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/orthopedic-technician,,,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Pharmaceutical Laboratory Technician,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/pharmaceutical-laboratory-technician,792.0,1881.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Pharmacist,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/pharmacist,1071.0,2573.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Physiotherapist,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/physiotherapist,816.0,2072.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Public Health Administrator,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/public-health-administrator,842.0,1741.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Radiographer,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/radiographer,900.0,2395.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Radiology Assistant,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/radiology-assistant,895.0,1942.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Social rehabilitation specialist,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/social-rehabilitation-specialist,,,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Veterinarian,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/veterinarian,797.0,2413.0,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Veterinary Technician,https://www.manoalga.lt/en/salaryinfo/medicine-social-care/veterinary-technician,697.91088925864,1673.1373636532,Medicine & Social Care,https://www.manoalga.lt/en/salaryinfo/medicine-social-care,980.0,2503.0
Iron founder,https://www.manoalga.lt/en/salaryinfo/mining-metallurgy/iron-founder,,,"Mining, Metallurgy",https://www.manoalga.lt/en/salaryinfo/mining-metallurgy,1020.0,2611.0
Metallurgist,https://www.manoalga.lt/en/salaryinfo/mining-metallurgy/metallurgist,1186.0,2913.0,"Mining, Metallurgy",https://www.manoalga.lt/en/salaryinfo/mining-metallurgy,1020.0,2611.0
Miner,https://www.manoalga.lt/en/salaryinfo/mining-metallurgy/miner,,,"Mining, Metallurgy",https://www.manoalga.lt/en/salaryinfo/mining-metallurgy,1020.0,2611.0
Mining Engineer,https://www.manoalga.lt/en/salaryinfo/mining-metallurgy/mining-engineer,1244.0,3782.0,"Mining, Metallurgy",https://www.manoalga.lt/en/salaryinfo/mining-metallurgy,1020.0,2611.0
Mining Technician,https://www.manoalga.lt/en/salaryinfo/mining-metallurgy/mining-technician,,,"Mining, Metallurgy",https://www.manoalga.lt/en/salaryinfo/mining-metallurgy,1020.0,2611.0
Clinical Data Manager,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry/clinical-data-manager,,,Pharmaceutical Industry,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry,1119.0,2683.0
Clinical Research Associate,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry/clinical-research-associate,782.95433536698,2883.1577001294,Pharmaceutical Industry,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry,1119.0,2683.0
Medical Advisor,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry/medical-advisor,2120.5398410057,5170.0868922167,Pharmaceutical Industry,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry,1119.0,2683.0
Medical/Pharmaceutical Sales Representative,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry/medical-pharmaceutical-sales-representative,1098.0,2485.0,Pharmaceutical Industry,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry,1119.0,2683.0
Pharmaceutical Laboratory Technician,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry/pharmaceutical-laboratory-technician,828.0,1748.0,Pharmaceutical Industry,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry,1119.0,2683.0
Pharmaceutical Products Manager,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry/pharmaceutical-products-manager,1540.0,4102.0,Pharmaceutical Industry,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry,1119.0,2683.0
Pharmacist,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry/pharmacist,1131.0,2527.0,Pharmaceutical Industry,https://www.manoalga.lt/en/salaryinfo/pharmaceutical-industry,1119.0,2683.0
Fitter/Assembler,https://www.manoalga.lt/en/salaryinfo/production/fitter-assembler,799.0,1991.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Foreman,https://www.manoalga.lt/en/salaryinfo/production/foreman,952.0,2390.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Glassmaker,https://www.manoalga.lt/en/salaryinfo/production/glassmaker,917.0,1895.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Industrial painter,https://www.manoalga.lt/en/salaryinfo/production/industrial-painter,784.0,1559.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Labourer,https://www.manoalga.lt/en/salaryinfo/production/labourer,716.39859493437,1840.4511000185,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Machine Operator,https://www.manoalga.lt/en/salaryinfo/production/machine-operator,910.0,1938.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Machine Setter,https://www.manoalga.lt/en/salaryinfo/production/machine-setter,1015.0,2043.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Maintenance Engineer,https://www.manoalga.lt/en/salaryinfo/production/maintenance-engineer,992.0,2959.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Metrologist,https://www.manoalga.lt/en/salaryinfo/production/metrologist,953.0,1879.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Operations Supervisor,https://www.manoalga.lt/en/salaryinfo/production/operations-supervisor,1098.0,2964.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Packer,https://www.manoalga.lt/en/salaryinfo/production/packer,793.12257348863,1735.0711776669,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Process Engineer,https://www.manoalga.lt/en/salaryinfo/production/process-engineer,1155.4816047329,2730.6341283047,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Production Planner,https://www.manoalga.lt/en/salaryinfo/production/production-planner,1072.2869291921,2332.2240709928,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
Production Standard Setter,https://www.manoalga.lt/en/salaryinfo/production/production-standard-setter,1113.0,2526.0,Production,https://www.manoalga.lt/en/salaryinfo/production,959.0,2292.0
